Generation;AvgFitness;MaxFitness
224;5660,689941;7515,155762
223;5105,047363;7513,669434
222;5528,719238;7513,733887
221;5347,138184;7513,512695
220;5247,842285;7515,677246
219;5773,897461;7513,069336
218;5550,286621;7513,070312
217;5912,967773;7515,834961
216;5399,345703;7517,272949
215;5390,827637;7515,021484
214;5085,960938;7512,716797
213;5701,878906;7513,388184
212;5408,532227;7513,541504
211;5488,399902;7514,416504
210;5539,497559;7514,127441
209;6036,971191;7517,928711
208;5165,286621;7513,989258
207;5430,106934;7513,095215
206;5540,544434;7514,187988
205;5488,488281;7513,245117
204;4983,821289;7513,329102
203;5369,217285;7514,615234
202;5049,169922;7515,088379
201;5279,493652;7525,181152
200;5671,304688;7513,263184
199;5096,890625;7513,93457
198;5328,980469;7514,639648
197;5833,862305;7528,088379
196;4886,789551;7514,125
195;5370,129883;7513,253418
194;5543,533691;7514,491211
193;5478,474121;7515,574707
192;5087,524902;7513,986328
191;4865,081543;7514,392578
190;4732,308105;7513,102539
189;4631,643555;7513,887695
188;4658,199707;7513,372559
187;5094,703613;7514,22998
186;5073,755371;7513,692871
185;5112,892578;7512,84668
184;4699,45459;7516,029785
183;5162,731934;7514,438477
182;5184,235352;7514,273438
181;5034,626465;7514,681641
180;4993,267578;7513,157715
179;5052,397461;7515,478516
178;4466,108887;7514,545898
177;4599,230957;7514,646484
176;4559,036133;7513,799316
175;4901,806641;7514,634277
174;4102,873535;7513,817871
173;5519,546875;7515,303223
172;5367,102051;7516,324219
171;5345,890137;7515,571777
170;5083,401855;7514,274414
169;5254,895508;7513,77002
168;4789,605469;7512,648926
167;4832,270508;7513,474121
166;4932,160156;7513,978027
165;5056,123047;7513,84375
164;5124,618164;7513,513184
163;4528,254395;7512,699219
162;4676,734863;7513,065918
161;4566,058594;7513,428223
160;4586,007324;7513,125
159;4543,806641;7520,630859
158;4827,662598;7513,711914
157;4513,580078;7515,039551
156;4613,314941;7513,745605
155;4624,318359;7514,677246
154;4240,050781;7515,817383
153;4593,979004;7513,513672
152;4715,554199;7515,373535
151;4283,82666;7513,949707
150;4170,26709;7514,42627
149;4098,614258;7515,085449
148;4573,305176;7515,84375
147;4622,476074;7513,641602
146;4612,964355;7514,668945
145;4380,603027;7514,07959
144;4004,617432;7513,973633
143;4378,970703;7516,967285
142;3760,392822;7513,900391
141;4176,375;7515,109375
140;3801,5979;7516,737305
139;3913,381836;7514,391113
138;3923,489014;7520,631348
137;4714,842285;7513,70459
136;4440,17041;7522,430664
135;4341,043945;7515,317871
134;4058,982422;7514,945801
133;4450,813477;7515,439453
132;4056,166016;7514,806641
131;4320,241699;7513,865723
130;4492,990723;7515,186523
129;4804,887207;7515,01123
128;4361,13623;7514,971191
127;4206,788086;7514,097168
126;3670,160645;7513,598145
125;4065,533691;7513,445312
124;4288,382324;7513,501465
123;4044,163818;7515,900391
122;4125,126465;7515,881348
121;4207,475586;7514,521484
120;4287,51709;7514,944336
119;3974,125732;7515,552246
118;3783,128174;7515,34082
117;3865,329102;7514,071289
116;4361,700195;7514,012695
115;4033,826172;7513,761719
114;4034,525146;7514,341797
113;3891,632324;7513,759277
112;3982,709229;7514,242676
111;3932,722656;7515,655273
110;4368,200195;7514,02832
109;4330,365234;7514,233887
108;3942,956055;7514,023926
107;3883,95459;7513,78125
106;3912,708252;7514,91748
105;3912,946289;7515,057129
104;4014,913086;7514,626953
103;4744,68457;7513,929688
102;3913,430908;7514,227539
101;4673,669434;7516,083984
100;4277,729492;7515,637207
99;4216,709473;7514,520508
98;3792,625244;7515,273926
97;4032,59375;7515,380859
96;3710,361084;7514,220215
95;3437,263672;7514,796387
94;4207,054199;7515,063965
93;3870,618408;7513,366211
92;3811,93335;7527,066406
91;3934,740723;7514,421387
90;3610,821533;7514,38623
89;3640,259277;7514,594238
88;3235,03833;7516,376953
87;3587,529053;7517,871094
86;3082,197021;7514,49707
85;3194,925537;7514,650879
84;2808,144287;7512,320312
83;2589,974365;7512,808105
82;3084,225098;7516,68457
81;2527,024414;7512,286621
80;2649,070312;7512,341797
79;2477,941406;7511,93457
78;2863,031982;7513,300293
77;2273,480957;7510,386719
76;2597,141113;7512,056152
75;2291,519775;7510,567871
74;2271,504883;7511,20166
73;2446,172119;7510,12793
72;2031,255737;7511,408203
71;1816,023315;7514,061035
70;2055,779541;7511,892578
69;1276,956421;7513,632324
68;1591,313354;7513,887695
67;1417,885254;7512,371582
66;1111,345703;7512,071289
65;1162,839478;7512,820801
64;1548,109009;7515,827637
63;859,431702;7513,740234
62;1031,592651;7511,230469
61;1162,06604;7511,515137
60;1020,087769;7511,119629
59;969,34198;7512,700684
58;989,324097;7510,121582
57;634,295349;7512,859863
56;907,764404;7519,489258
55;1028,997192;7513,330566
54;786,216064;7521,227051
53;654,75592;7520,439941
52;685,741272;7517,599121
51;563,942383;7513,515137
50;635,345093;7512,564453
49;655,015686;7513,034668
48;563,54425;7516,853027
47;422,261505;7510,541016
46;695,289795;7517,875977
45;1029,678833;7512,424316
44;686,736206;7520,944824
43;573,67395;7513,162109
42;846,802307;7519,025879
41;632,949341;7518,248047
40;664,516846;7550,109375
39;328,869904;7514,436035
38;635,360596;7523,30957
37;392,176819;7518,896484
36;706,091431;7519,85791
35;664,45459;7520,862305
34;714,189636;7529,415527
33;633,40448;7531,069336
32;725,132202;7516,155273
31;785,730652;7541,395996
30;785,95874;7524,625
29;-66,549988;7508,572754
28;-97,785347;-30
27;-96,732567;-27,427139
26;-98,462959;-96,683792
25;-98,062126;-30
24;-97,295784;-27,44302
23;-97,2659;-27,885571
22;-96,77227;-21,622746
21;-97,430702;-26,268108
20;-96,611259;-26,52762
19;-97,245117;-28,030115
18;-96,730423;-26,499453
17;-97,295265;-27,754295
16;-97,84288;-27,696274
15;-76,725441;5031,218262
14;-97,568527;-27,29825
13;-96,968338;-26,135439
12;-96,446655;-27,17276
11;-98,154312;-26,557848
10;-97,500801;-27,208715
9;-76,711861;4980,422363
8;-97,276054;-27,500471
